publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2018p679298,earthquake,2018-09-09T08:10:01.457Z,2018-09-12T02:40:37.198Z,175.3969573,-39.28557039,0.5168629089,16.015625,M,,NonLinLoc,confirmed,manual,nz3drx,14,13,3,0.03994456072,140.2673182,0.4045087377,0
2018p679208,earthquake,2018-09-09T07:22:26.825Z,2018-09-18T02:26:59.651Z,179.3586578,-35.53873825,3.304988955,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,14,4,2.540040731,342.5912628,0.8656083439,0
2018p679205,,2018-09-09T07:20:51.881Z,2018-09-09T07:55:32.975Z,172.9942162,-42.28794978,2.429236786,20.46875,M,,NonLinLoc,,automatic,nz3drx,25,25,7,0.4220136548,69.82117035,0.6696670472,0
2018p679066,earthquake,2018-09-09T06:06:26.637Z,2018-09-09T19:11:12.640Z,176.7300311,-38.13243336,2.059549135,7.6953125,M,,NonLinLoc,confirmed,manual,nz3drx,16,12,8,0.02542831195,61.16375231,0.3019004404,0
2018p678986,earthquake,2018-09-09T05:23:54.582Z,2018-09-09T07:32:23.662Z,175.2480774,-41.22902679,2.060184058,16.164608,M,,LOCSAT,confirmed,manual,iasp91,26,13,10,0.1833619475,57.96313477,0.2911395687,0
2018p678958,,2018-09-09T05:09:19.764Z,2018-09-09T05:10:36.768Z,175.2936155,-40.66731506,1.803606058,26.09375,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.1797770342,201.3876259,0.2473720239,0
2018p678949,,2018-09-09T05:04:34.394Z,2018-09-09T07:04:26.736Z,176.5978496,-38.00126402,2.424312158,79.0625,M,,NonLinLoc,,automatic,nz3drx,25,25,11,0.3485239612,148.0651049,1.001562495,0
2018p678707,earthquake,2018-09-09T02:55:08.792Z,2018-09-18T02:13:55.886Z,168.8347473,-44.54018021,2.006381641,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,10,1,0.3150714338,97.56338501,0.7016576871,0
2018p678592,outside of network interest,2018-09-09T01:52:57.342Z,2018-09-09T23:57:05.156Z,-179.6317291,-32.54943466,5.184431829,288.9168701,mB,,LOCSAT,confirmed,manual,iasp91,45,27,10,3.591859818,171.3436031,2.112517195,0.3399964186
2018p678427,earthquake,2018-09-09T00:26:03.185Z,2018-09-18T02:02:09.708Z,177.5361481,-37.79342651,3.024235426,25.83386993,M,,LOCSAT,confirmed,manual,iasp91,33,27,21,0.1988089383,115.5830765,0.504497712,0
2018p678425,earthquake,2018-09-09T00:25:21.052Z,2018-09-09T01:36:37.187Z,177.5731354,-37.82857513,2.331472638,29.57210541,M,,LOCSAT,confirmed,manual,iasp91,12,8,5,0.1593693048,159.1214218,0.4248053454,0
2018p678386,earthquake,2018-09-09T00:04:10.711Z,2018-09-18T01:44:11.281Z,178.8751831,-37.17302704,2.854423481,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,12,6,0.5967822671,283.1533508,0.7594670474,0
2018p678200,earthquake,2018-09-08T22:25:09.519Z,2018-09-18T01:23:40.443Z,177.8857269,-36.79743576,3.073232487,73.39174652,M,,LOCSAT,confirmed,manual,iasp91,25,18,12,0.8341585994,246.5684814,1.128166762,0
2018p678185,,2018-09-08T22:17:12.742Z,2018-09-08T22:19:07.711Z,176.1011128,-40.32132501,1.685663279,36.40625,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.05431093543,77.69331789,0.4938188812,0
2018p678177,,2018-09-08T22:12:52.557Z,2018-09-08T22:14:39.136Z,167.6684516,-45.0861875,2.481807141,80.9375,M,,NonLinLoc,,automatic,nz3drx,13,13,4,0.4373998631,159.2875655,0.7097406376,0
2018p678151,,2018-09-08T21:59:07.249Z,2018-09-09T01:06:13.883Z,176.0528873,-39.25800963,1.879690557,80.9375,M,,NonLinLoc,,automatic,nz3drx,28,28,14,0.2805077993,73.92811705,0.8434782491,0
2018p678075,,2018-09-08T21:18:30.191Z,2018-09-09T00:54:34.588Z,174.9131775,-40.20232867,1.895412665,25.15625,M,,NonLinLoc,,automatic,nz3drx,18,18,3,0.6419827853,100.5254895,0.8196047619,0
2018p677945,earthquake,2018-09-08T20:09:21.256Z,2018-09-08T22:03:04.542Z,174.96138,-40.10984802,2.717985383,15.57100105,M,,LOCSAT,confirmed,manual,iasp91,71,42,31,0.3552639782,80.83592224,0.7475652923,0
2018p677859,earthquake,2018-09-08T19:23:33.841Z,2018-09-09T02:15:29.296Z,175.6409607,-38.4732399,2.232009982,152.9296265,M,,LOCSAT,confirmed,manual,iasp91,28,23,12,0.5026866198,127.513916,0.8027332025,0
2018p677654,,2018-09-08T17:34:19.818Z,2018-09-08T18:05:53.061Z,176.5664159,-40.00194317,1.699994589,39.21875,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.1181546915,93.13833731,0.4430061642,0
2018p677606,earthquake,2018-09-08T17:08:43.627Z,2018-09-08T19:04:07.804Z,176.7618156,-37.78385133,1.990973028,8.984375,M,,NonLinLoc,confirmed,manual,nz3drx,17,15,8,0.1770844374,125.4354092,0.2768720365,0
2018p677560,earthquake,2018-09-08T16:44:27.094Z,2018-09-08T21:57:05.398Z,167.5955963,-45.06299591,2.608737474,92.01683044,M,,LOCSAT,confirmed,manual,iasp91,18,11,3,0.4551402628,173.5406208,0.548178463,0
2018p677436,earthquake,2018-09-08T15:38:25.796Z,2018-09-08T19:06:14.482Z,175.4026296,-39.21779303,1.073229571,11.4453125,M,,NonLinLoc,confirmed,manual,nz3drx,17,15,7,0.08632068773,160.1451369,0.184493635,0
2018p677401,,2018-09-08T15:20:30.355Z,2018-09-08T15:22:09.418Z,173.5735888,-41.35860805,2.012724656,54.6875,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.2017048448,82.99003794,0.5661064231,0
2018p677384,,2018-09-08T15:10:28.990Z,2018-09-08T19:33:41.219Z,176.6522648,-40.01535897,2.068378076,7.578125,M,,NonLinLoc,,automatic,nz3drx,32,32,19,0.1607656498,89.24201526,0.5937720346,0
2018p677360,,2018-09-08T14:57:42.470Z,2018-09-08T14:59:55.327Z,176.3365991,-38.23987164,2.022006701,86.5625,M,,NonLinLoc,,automatic,nz3drx,27,27,10,0.2273487903,99.01252352,0.982054268,0
2018p677354,,2018-09-08T14:54:24.880Z,2018-09-08T14:56:23.061Z,172.675988,-43.55666984,2.049359038,9.921875,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.1517739029,80.02429125,0.7100602245,0
2018p677336,,2018-09-08T14:44:40.210Z,2018-09-08T14:46:09.500Z,174.715588,-41.36728918,1.968228787,29.84375,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.09120205839,107.8758945,0.6876040839,0
2018p677262,,2018-09-08T14:05:40.804Z,2018-09-08T14:08:05.520Z,174.1482956,-41.70840782,2.058672273,13.203125,M,,NonLinLoc,,automatic,nz3drx,19,19,9,0.06430280615,81.8738897,0.7001783501,0
2018p677207,,2018-09-08T13:36:18.999Z,2018-09-08T13:38:17.504Z,174.7767057,-41.54588731,1.813041048,26.09375,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.1545554628,132.9565788,0.1883859473,0
2018p677191,earthquake,2018-09-08T13:27:30.560Z,2018-09-18T01:31:10.872Z,167.6428986,-45.0141983,2.774438725,64.45105743,M,,LOCSAT,confirmed,manual,iasp91,30,18,6,0.3960411847,173.3815632,0.7143035696,0
2018p677151,,2018-09-08T13:06:40.499Z,2018-09-08T13:08:13.799Z,174.9092052,-41.03277375,1.079668613,44.84375,M,,NonLinLoc,,automatic,nz3drx,11,11,3,0.1391164517,95.01906932,0.5509421478,0
2018p677146,,2018-09-08T13:03:40.667Z,2018-09-08T13:05:34.315Z,175.1153619,-41.36574167,1.50707337,24.21875,M,,NonLinLoc,,automatic,nz3drx,11,11,5,0.1116499726,95.26752102,0.3281359776,0
2018p677130,,2018-09-08T12:55:02.424Z,2018-09-08T12:57:02.051Z,174.2052469,-40.49971678,2.127039101,78.125,M,,NonLinLoc,,automatic,nz3drx,22,22,6,0.3745283343,98.19133698,0.9880618337,0
2018p677112,earthquake,2018-09-08T12:45:38.208Z,2018-09-17T22:47:31.435Z,176.0909576,-38.05872726,2.370207461,199.0945892,M,,LOCSAT,confirmed,manual,iasp91,32,21,9,0.512699008,115.8599854,0.7109611997,0
2018p677005,,2018-09-08T11:48:33.263Z,2018-09-08T11:51:00.768Z,167.6323712,-44.90610896,2.787360409,5.46875,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.3013909091,191.8570039,1.285773452,0
2018p676918,,2018-09-08T11:02:12.496Z,2018-09-08T11:04:45.359Z,177.111707,-37.7872143,2.72701061,111.875,M,,NonLinLoc,,automatic,nz3drx,21,21,6,0.4724954836,174.1969404,1.719199961,0
2018p676905,,2018-09-08T10:55:16.818Z,2018-09-08T10:56:59.390Z,174.2160997,-41.7095642,1.820912974,16.71875,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.0411837428,113.5481181,0.7200784852,0
2018p676821,earthquake,2018-09-08T10:10:20.010Z,2018-09-08T19:02:12.736Z,176.5530169,-40.7181737,3.045211155,24.21875,M,,NonLinLoc,confirmed,manual,nz3drx,37,34,24,0.2341966074,203.7285511,0.7316174766,0
2018p676810,,2018-09-08T10:04:57.258Z,2018-09-08T10:07:15.022Z,167.6159964,-45.13493469,2.648378187,78.125,M,,NonLinLoc,,automatic,nz3drx,11,11,4,0.4358274242,160.0386268,1.04767425,0
2018p676806,,2018-09-08T10:02:27.407Z,2018-09-08T10:03:46.799Z,176.5649674,-40.31271903,1.590430878,12.265625,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.07098922155,155.5159786,0.1808014559,0
2018p676797,,2018-09-08T09:57:51.710Z,2018-09-08T09:59:41.308Z,177.0986043,-37.23690632,2.291699293,19.0625,M,,NonLinLoc,,automatic,nz3drx,10,10,7,0.2972549463,195.7343488,0.9148765075,0
2018p676759,,2018-09-08T09:37:20.070Z,2018-09-08T09:39:11.681Z,174.8340652,-40.20662465,2.092119665,25.15625,M,,NonLinLoc,,automatic,nz3drx,24,24,8,0.4672421554,107.2620354,0.6830126297,0
2018p676755,,2018-09-08T09:35:14.744Z,2018-09-08T09:37:24.768Z,174.474013,-40.14743649,2.212548275,63.125,M,,NonLinLoc,,automatic,nz3drx,11,11,5,0.9764899659,115.8967759,1.439783351,0
2018p676754,,2018-09-08T09:34:46.529Z,2018-09-08T09:37:06.726Z,174.292364,-39.90174536,2.107205095,111.875,M,,NonLinLoc,,automatic,nz3drx,20,20,9,0.5538757639,145.43024,1.228234165,0
2018p676702,,2018-09-08T09:07:15.863Z,2018-09-08T09:08:31.594Z,175.147474,-39.14289861,1.537204997,21.171875,M,,NonLinLoc,,automatic,nz3drx,21,21,8,0.2108502821,80.37480832,0.4678210414,0
2018p676681,,2018-09-08T08:56:09.667Z,2018-09-08T08:57:33.284Z,175.1576663,-39.13320336,1.910824487,21.640625,M,,NonLinLoc,,automatic,nz3drx,26,26,13,0.2122421484,77.98413038,0.2342875555,0
2018p676671,,2018-09-08T08:50:33.994Z,2018-09-08T08:52:47.237Z,174.5259959,-41.14651352,2.027538561,71.5625,M,,NonLinLoc,,automatic,nz3drx,19,19,8,0.2002212432,80.3777271,1.362724706,0
2018p676569,,2018-09-08T07:56:05.846Z,2018-09-08T08:27:11.470Z,172.8114814,-41.28601812,2.20357121,111.875,M,,NonLinLoc,,automatic,nz3drx,26,26,7,0.1197875454,96.45606888,0.8859635847,0
2018p676555,,2018-09-08T07:49:59.034Z,2018-09-08T07:52:18.027Z,175.7935756,-40.55884886,2.077272923,42.03125,M,,NonLinLoc,,automatic,nz3drx,34,34,18,0.1348744849,51.08995314,1.4548187,0
2018p676551,,2018-09-08T07:46:47.192Z,2018-09-08T07:48:51.344Z,173.3596022,-41.46577815,2.149905568,94.0625,M,,NonLinLoc,,automatic,nz3drx,23,23,8,0.2474227242,49.17771341,0.710948498,0
2018p676549,,2018-09-08T07:45:24.531Z,2018-09-08T07:47:31.089Z,173.7622815,-42.08336344,2.081138132,24.21875,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.3724984857,147.4855253,0.4847323363,0
2018p676481,,2018-09-08T07:09:12.542Z,2018-09-08T07:10:54.656Z,175.117512,-40.02835606,2.059789739,31.71875,M,,NonLinLoc,,automatic,nz3drx,24,24,12,0.2299746912,110.6459939,0.476611721,0
2018p676311,,2018-09-08T05:38:34.756Z,2018-09-08T05:40:22.877Z,176.2747328,-40.41569932,1.824553592,20.234375,M,,NonLinLoc,,automatic,nz3drx,17,17,10,0.1393865705,79.88767686,0.7578376433,0
2018p676244,earthquake,2018-09-08T05:02:45.792Z,2018-09-08T05:56:54.574Z,177.2880402,-36.8339119,2.554220163,176.3855133,M,,LOCSAT,confirmed,manual,iasp91,18,12,4,1.001450896,297.1687469,0.8266567563,0
2018p676236,earthquake,2018-09-08T04:58:57.379Z,2018-09-08T05:20:13.798Z,176.5858307,-39.87175369,2.447231254,17.59699059,M,,LOCSAT,confirmed,manual,iasp91,31,17,24,0.2223379463,55.84030151,0.5264861336,0
2018p676162,,2018-09-08T04:19:14.052Z,2018-09-08T04:21:07.938Z,174.902728,-40.1903402,2.14008411,32.1875,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.4398696285,158.4531331,0.669003701,0
2018p676068,,2018-09-08T03:29:17.353Z,2018-09-08T03:31:40.494Z,176.4555404,-38.64689887,2.388086778,138.125,M,,NonLinLoc,,automatic,nz3drx,13,13,4,0.4128773761,160.9909855,1.441023368,0
2018p676023,,2018-09-08T03:05:28.087Z,2018-09-08T03:07:49.500Z,176.6132039,-37.75507008,2.465715328,112.8125,M,,NonLinLoc,,automatic,nz3drx,19,19,8,0.1035880664,131.9704697,1.226873863,0
2018p675898,earthquake,2018-09-08T01:58:38.490Z,2018-09-10T00:22:45.116Z,-179.6884766,-35.44585419,5.087433564,60,M,operator assigned,LOCSAT,confirmed,manual,iasp91,53,42,32,3.07508564,312.8094482,0.5836482572,0
2018p675845,,2018-09-08T01:30:22.807Z,2018-09-08T01:32:23.392Z,176.0554492,-40.60333914,1.695923196,26.09375,M,,NonLinLoc,,automatic,nz3drx,11,11,5,0.07817482816,115.9358498,0.5770658689,0
2018p675814,,2018-09-08T01:13:46.105Z,2018-09-08T01:15:14.799Z,174.6509637,-41.41125159,2.133195579,21.640625,M,,NonLinLoc,,automatic,nz3drx,17,17,11,0.1545596163,132.8296836,0.2279121142,0
2018p675789,,2018-09-08T01:00:44.584Z,2018-09-08T01:03:02.250Z,176.8399497,-39.69855532,1.515355225,36.875,M,,NonLinLoc,,automatic,nz3drx,11,11,5,0.1001277905,148.6643965,0.5143834762,0
2018p675324,,2018-09-07T20:53:54.768Z,2018-09-07T20:56:12.708Z,174.9019101,-39.93013549,2.377921844,99.6875,M,,NonLinLoc,,automatic,nz3drx,29,29,17,0.732047614,208.345116,1.850451985,0
2018p675233,earthquake,2018-09-07T20:04:19.321Z,2018-09-13T05:15:27.424Z,176.5657654,-37.48714828,2.885249895,239.0904388,M,,LOCSAT,confirmed,manual,iasp91,61,43,20,0.8792814016,165.2072906,0.5240623825,0
2018p675084,earthquake,2018-09-07T18:44:48.504Z,2018-09-13T04:52:01.284Z,167.5556946,-45.00729752,2.988919702,65.95700073,M,,LOCSAT,confirmed,manual,iasp91,27,17,5,0.4253744781,186.7235527,0.7062045197,0
2018p674930,,2018-09-07T17:23:09.243Z,2018-09-07T17:25:17.013Z,175.9116143,-39.24370839,0.3784013249,78.125,M,,NonLinLoc,,automatic,nz3drx,16,16,2,0.2085354763,91.00096278,1.572618976,0
2018p674880,earthquake,2018-09-07T16:56:04.458Z,2018-09-07T19:51:18.279Z,176.5757599,-40.48912048,2.269216547,15.45118618,M,,LOCSAT,confirmed,manual,iasp91,27,15,13,0.08223830163,194.2554302,0.5895387784,0
2018p674868,,2018-09-07T16:50:03.609Z,2018-09-07T16:51:23.775Z,176.56105,-40.48342635,1.913781158,16.25,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.06819295695,213.8603044,0.4641049503,0
2018p674829,,2018-09-07T16:29:21.751Z,2018-09-07T16:31:07.467Z,176.5491453,-40.48140407,1.930256437,15.78125,M,,NonLinLoc,,automatic,nz3drx,13,13,8,0.05905563489,210.8035975,0.4045345311,0
2018p674813,,2018-09-07T16:20:48.683Z,2018-09-07T16:22:26.510Z,174.3283245,-41.7028493,1.963433822,18.59375,M,,NonLinLoc,,automatic,nz3drx,18,18,7,0.0984228493,140.527855,0.3715473621,0
2018p674786,earthquake,2018-09-07T16:06:25.343Z,2018-09-13T04:47:00.526Z,173.8188629,-42.2193718,2.822159687,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,13,1,0.2858275473,177.0117874,0.634411635,0
2018p674670,,2018-09-07T15:04:19.217Z,2018-09-07T15:19:37.863Z,176.5604931,-40.48840945,1.919845475,15.78125,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.06937780417,214.2570456,0.5132542949,0
2018p674640,earthquake,2018-09-07T14:48:53.679Z,2018-09-07T19:45:36.004Z,173.6190796,-42.21412277,1.873499868,17.13212585,ML,,LOCSAT,confirmed,manual,iasp91,11,6,3,0.2102954388,175.3060856,1.011571011,0.3974248343
2018p674558,,2018-09-07T14:04:43.903Z,2018-09-07T14:07:13.595Z,176.4284483,-38.15436574,2.509124911,124.53125,M,,NonLinLoc,,automatic,nz3drx,48,48,20,0.06355768803,55.79400143,1.330173792,0
2018p674548,,2018-09-07T13:59:30.823Z,2018-09-07T14:01:09.604Z,176.1981774,-40.37090455,1.587838496,22.34375,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.07365199866,142.6544153,0.4147515557,0
2018p674521,,2018-09-07T13:44:55.135Z,2018-09-07T13:47:21.441Z,174.890925,-40.18831791,2.219879666,25.15625,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.4394498582,140.1371615,0.5887534166,0
2018p674514,,2018-09-07T13:41:11.416Z,2018-09-07T13:43:34.933Z,176.1295577,-38.70690835,2.274884978,65.9375,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.5312912596,96.73231792,0.6278214776,0
2018p674410,,2018-09-07T12:45:44.419Z,2018-09-07T12:47:41.229Z,170.7865852,-43.27715874,1.599626675,5.234375,M,,NonLinLoc,,automatic,nz3drx,12,12,3,0.2053620973,84.97898972,0.6897842493,0
2018p674338,,2018-09-07T12:07:47.415Z,2018-09-07T12:09:29.580Z,174.3760885,-41.566627,2.181294098,15.078125,M,,NonLinLoc,,automatic,nz3drx,25,25,11,0.2218242123,123.5646336,0.3381795824,0
2018p674224,,2018-09-07T11:07:02.277Z,2018-09-07T11:08:24.413Z,175.8393237,-40.68107993,1.627157208,20.234375,M,,NonLinLoc,,automatic,nz3drx,11,11,7,0.1016882478,75.66675173,0.1847647179,0
2018p674215,,2018-09-07T11:02:17.199Z,2018-09-07T11:05:09.392Z,173.3055179,-41.34401635,2.210000654,71.5625,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.1370247232,76.70043684,0.7959713779,0
2018p674143,earthquake,2018-09-07T10:23:48.587Z,2018-09-08T00:32:19.847Z,177.9849091,-38.3971405,2.006902326,20.95011711,M,,LOCSAT,confirmed,manual,iasp91,13,7,7,0.1150914207,93.0814209,0.3928779844,0
2018p674036,,2018-09-07T09:26:48.403Z,2018-09-07T09:28:51.732Z,175.5275386,-39.64552915,1.551526096,40.625,M,,NonLinLoc,,automatic,nz3drx,16,16,4,0.2980881396,182.5828738,1.389853146,0
2018p673914,,2018-09-07T08:21:32.726Z,2018-09-07T08:23:28.647Z,176.5491453,-40.48140407,2.05786778,14.84375,M,,NonLinLoc,,automatic,nz3drx,13,13,7,0.05905563489,210.8035975,0.4068385099,0
2018p673868,,2018-09-07T07:56:59.285Z,2018-09-07T07:59:16.421Z,174.0557002,-41.50381045,1.843365649,15.546875,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.1107819346,118.7947606,0.4370732513,0
2018p673863,,2018-09-07T07:54:27.192Z,2018-09-07T07:56:44.113Z,174.317763,-39.55885032,2.4574181,110.9375,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.1193697576,155.4207118,0.8420476406,0
2018p673814,,2018-09-07T07:28:11.858Z,2018-09-07T07:30:29.538Z,174.485866,-39.89423717,2.354699966,18.125,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.4097998584,212.5069752,1.107921723,0
2018p673551,,2018-09-07T05:08:25.293Z,2018-09-07T05:09:51.421Z,176.9044576,-39.71216943,2.169473221,31.71875,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.08751428467,119.4121962,0.2331804863,0
2018p673537,,2018-09-07T05:00:36.427Z,2018-09-07T05:01:44.607Z,177.4266377,-37.90861853,2.081008362,32.65625,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.2026865508,172.1103358,0.5587031191,0
2018p673501,earthquake,2018-09-07T04:41:35.412Z,2018-09-08T04:22:46.258Z,174.6750793,-40.50896072,1.790594155,53.47310257,M,,LOCSAT,confirmed,manual,iasp91,21,12,3,0.3942492306,119.2913322,0.5128358017,0
2018p673444,earthquake,2018-09-07T04:11:16.501Z,2018-09-08T04:09:20.146Z,176.0681,-38.5692749,2.102451583,150.5345459,M,,LOCSAT,confirmed,manual,iasp91,18,12,3,0.6814942956,219.3714752,0.7073010493,0
2018p673376,,2018-09-07T03:35:04.728Z,2018-09-07T03:37:34.303Z,174.0846561,-40.65794682,2.512330723,19.53125,M,,NonLinLoc,,automatic,nz3drx,23,23,12,0.1921897385,137.6410592,0.729729506,0
2018p673310,earthquake,2018-09-07T03:00:31.275Z,2018-09-13T04:22:09.060Z,174.5408783,-40.92583084,2.525701614,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,39,22,10,0.28705585,107.2736969,0.5881803245,0
2018p673201,,2018-09-07T02:01:47.123Z,2018-09-07T07:22:30.347Z,170.782223,-43.28288204,1.580129605,5.46875,M,,NonLinLoc,,automatic,nz3drx,12,12,3,0.2103949487,85.1797855,0.8694521063,0
2018p673067,outside of network interest,2018-09-07T00:50:23.990Z,2018-09-13T03:56:45.196Z,-179.8739777,-35.0639534,4.664551437,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,26,18,9,2.893919468,186.3243084,1.326416626,0
2018p673024,earthquake,2018-09-07T00:27:37.803Z,2018-09-13T03:46:34.450Z,175.984024,-38.64815903,2.418196144,146.6278839,M,,LOCSAT,confirmed,manual,iasp91,28,15,6,0.6515006423,222.834343,0.8335118101,0
2018p672941,earthquake,2018-09-06T23:43:37.885Z,2018-09-13T03:22:51.072Z,176.8305359,-39.68205261,2.107989602,39.56322098,M,,LOCSAT,confirmed,manual,iasp91,10,6,3,0.03739991412,130.4309978,0.4754643872,0
2018p672430,earthquake,2018-09-06T19:11:07.047Z,2018-09-13T03:06:13.122Z,168.7514648,-44.55511475,2.684559988,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,13,3,0.3315767348,104.5439737,0.5239376325,0
2018p672279,outside of network interest,2018-09-06T17:50:15.223Z,2018-09-13T02:30:14.920Z,-178.5944824,-35.31172943,4.177440659,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,26,17,7,3.359604597,323.9241333,0.67507835,0
2018p672208,,2018-09-06T17:12:25.431Z,2018-09-06T17:14:16.615Z,171.9355986,-42.78151658,1.584607241,10.15625,M,,NonLinLoc,,automatic,nz3drx,10,10,2,0.2461411178,74.91708586,0.49757489,0
2018p672035,,2018-09-06T15:40:12.532Z,2018-09-06T15:42:36.683Z,175.7981061,-38.7100815,2.45797911,114.6875,M,,NonLinLoc,,automatic,nz3drx,32,32,12,0.4644970726,70.99177652,1.111553129,0
2018p672001,,2018-09-06T15:22:19.836Z,2018-09-06T15:24:05.804Z,176.5609775,-40.29426706,1.712383463,7.578125,M,,NonLinLoc,,automatic,nz3drx,12,12,5,0.06319146776,137.7936177,0.1993384129,0
2018p671810,,2018-09-06T13:40:34.549Z,2018-09-06T13:43:01.603Z,173.7077032,-42.15352342,2.457358036,25.625,M,,NonLinLoc,,automatic,nz3drx,15,15,4,0.2914119728,161.1206455,0.4921666515,0
2018p671642,,2018-09-06T12:11:06.836Z,2018-09-06T12:13:09.231Z,174.50615,-40.60212715,2.385574115,111.875,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.3979428382,125.674847,1.572646337,0
2018p671624,,2018-09-06T12:02:09.268Z,2018-09-06T12:04:03.100Z,175.2632248,-39.65086982,1.967606338,51.875,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.2408514827,80.15897296,1.010741734,0
2018p671571,,2018-09-06T11:33:33.076Z,2018-09-06T11:36:07.174Z,174.5776382,-41.23561427,2.658296745,36.640625,M,,NonLinLoc,,automatic,nz3drx,32,32,13,0.1507021765,99.12093075,0.6639586249,0
2018p671537,,2018-09-06T11:15:18.683Z,2018-09-06T11:16:23.471Z,176.0297667,-40.38670021,1.317264507,19.296875,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.1371940468,84.70763716,0.2046035268,0
2018p671293,,2018-09-06T09:05:22.901Z,2018-09-06T09:07:15.126Z,175.2288806,-39.3404906,1.350010627,9.921875,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.1043259089,105.8615118,0.4891776872,0
2018p671246,earthquake,2018-09-06T08:40:07.884Z,2018-09-06T21:31:09.926Z,175.2726246,-39.32514467,2.876417631,25.859375,M,,NonLinLoc,confirmed,manual,nz3drx,67,67,41,0.06698633317,42.5389514,0.380704626,0
2018p671229,,2018-09-06T08:31:00.097Z,2018-09-06T08:33:04.874Z,173.4962869,-42.42271672,2.238242153,8.28125,M,,NonLinLoc,,automatic,nz3drx,11,11,2,0.03227314536,127.6391264,0.4698829408,0
2018p670984,earthquake,2018-09-06T06:20:17.093Z,2018-09-06T07:07:07.389Z,173.3699188,-41.8535347,2.070093082,28.83183861,M,,LOCSAT,confirmed,manual,iasp91,20,12,3,0.3591332734,97.38781738,0.534674183,0
2018p670907,,2018-09-06T05:39:17.859Z,2018-09-06T08:37:29.329Z,174.7793589,-39.07246218,3.239842791,200.9375,M,,NonLinLoc,,automatic,nz3drx,112,112,58,0.05644665623,85.52808534,1.627005322,0
